Artist,Album,Track,Datetime
Drake,The Best In The World Pack,Money In The Grave (Drake ft. Rick Ross),27 Nov 2019 17:33
Usher,I Don't Mind (feat. Juicy j),I Don't Mind (feat. Juicy J),27 Nov 2019 17:29
SAINt JHN,Collection One,Reflex,27 Nov 2019 17:25
The Weeknd,Starboy,Six Feet Under,27 Nov 2019 17:21
Future,Evol,Low Life,27 Nov 2019 17:16
Ty Dolla $ign,Beach House 3,Droptop in the Rain (feat. Tory Lanez),27 Nov 2019 17:13
Kids See Ghosts,Kids See Ghosts,Feel the Love,27 Nov 2019 17:10
SAINt JHN,Ghetto Lenny's Love Songs,Trap,27 Nov 2019 17:07
Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),Borrowed Love (feat. Swae Lee & WizKid),27 Nov 2019 17:04
Travis Scott,Rodeo (Expanded Edition),Maria I'm Drunk (feat. Justin Bieber & Young Thug),27 Nov 2019 16:58
Kanye West,Jesus Is King,Everything We Need,27 Nov 2019 16:56
The Weeknd,Heartless,Heartless,27 Nov 2019 16:53
The Weeknd,Heartless,Heartless,27 Nov 2019 05:56
The Weeknd,Heartless,Heartless,27 Nov 2019 05:52
Stephen Walking,Rocket League x Monstercat Vol. 3,Glide,26 Nov 2019 19:43
Half An Orange,Playing with the Boys,Playing with the Boys,26 Nov 2019 19:31
Clawz SG,Domuyo,Manua Kea,26 Nov 2019 19:14
Anden,Flicker/Escalus,Escalus,26 Nov 2019 19:11
Max Freegrant,Breathe,Breathe,26 Nov 2019 19:08
Dirty South,darko,Corda,26 Nov 2019 19:04
Above & Beyond,Long Way from Home,Long Way From Home,26 Nov 2019 19:00
Anden,Flicker/Escalus,Escalus,26 Nov 2019 19:00
Pavel Khvaleev,Rainbow + Spectrum,Rainbow,26 Nov 2019 18:53
I_O,Death by Techno,No Sleep - Radio Edit,26 Nov 2019 18:49
I_O,Death by Techno,No Sleep - Radio Edit,26 Nov 2019 18:45
Half An Orange,Playing with the Boys,Playing with the Boys,26 Nov 2019 18:38
Hollywood Principle,Rocket League: Official Game Soundtrack Vol. 2,Seeing What's Next - Kev Frey Remix,26 Nov 2019 18:36
Hollywood Principle,Rocket League: Official Game Soundtrack Vol. 2,Seeing What's Next - Kev Frey Remix,26 Nov 2019 18:31
Protostar,New Horizons,New Horizons,26 Nov 2019 18:28
Duumu,Keep You,Keep You,26 Nov 2019 18:28
Duumu,Rocket League x Monstercat Vol. 3,Keep You,26 Nov 2019 18:24
Hollywood Principle,Rocket League: Official Game Soundtrack Vol. 2,Firework,26 Nov 2019 18:19
Trippie Redd,A Love Letter To You 4,Can You Rap Like Me - Pt. 2,26 Nov 2019 18:16
Trippie Redd,A Love Letter To You 4,Abandoned,26 Nov 2019 18:12
Trippie Redd,A Love Letter To You 4,Chosen,26 Nov 2019 18:09
Trippie Redd,A Love Letter To You 4,Bust Down Deux,26 Nov 2019 18:07
Trippie Redd,A Love Letter To You 4,The Jungle Book,26 Nov 2019 18:07
Trippie Redd,A Love Letter To You 4,Bust Down Deux,26 Nov 2019 18:04
Trippie Redd,A Love Letter To You 4,M's,26 Nov 2019 18:03
Trippie Redd,A Love Letter To You 4,RMP,26 Nov 2019 18:00
Trippie Redd,A Love Letter To You 4,Death,26 Nov 2019 17:58
Trippie Redd,A Love Letter To You 4,The Grinch,26 Nov 2019 17:58
Trippie Redd,A Love Letter To You 4,The Grinch,26 Nov 2019 17:56
Trippie Redd,A Love Letter To You 4,Sickening,26 Nov 2019 17:53
Trippie Redd,A Love Letter To You 4,Hate Me,26 Nov 2019 17:50
Trippie Redd,A Love Letter To You 4,All For Me,26 Nov 2019 17:50
Trippie Redd,A Love Letter To You 4,Hate Me,26 Nov 2019 17:48
Trippie Redd,A Love Letter To You 4,U Deserve It,26 Nov 2019 17:44
Trippie Redd,A Love Letter To You 4,Til The End of Time,26 Nov 2019 17:41
Trippie Redd,A Love Letter To You 4,6 Kiss,26 Nov 2019 17:37
Trippie Redd,A Love Letter To You 4,This Ain't That,26 Nov 2019 17:34
Trippie Redd,A Love Letter To You 4,Real Feel,26 Nov 2019 17:30
Trippie Redd,A Love Letter To You 4,Love me more,26 Nov 2019 17:27
Trippie Redd,A Love Letter To You 4,Love Sick,26 Nov 2019 17:24
Trippie Redd,A Love Letter To You 4,who needs love,26 Nov 2019 17:22
Trippie Redd,A Love Letter To You 4,Leray,26 Nov 2019 17:20
Grant,Wishes,Wishes,25 Nov 2019 05:51
Half An Orange,Playing with the Boys,Playing with the Boys,25 Nov 2019 05:34
Tory Lanez,LoVE me NOw (ReLoAdeD),FeRRis WhEEL (feat. Trippie Redd),23 Nov 2019 20:29
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),20 Min,23 Nov 2019 20:25
Sheck Wes,Mudboy,Live Sheck Wes,23 Nov 2019 20:23
Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),No More (feat. Travis Scott Kodak Black & 21 Savage),23 Nov 2019 20:19
Young Thug,On The Rvn,Climax (feat. 6lack),23 Nov 2019 20:16
Young Money,Rise of an Empire (Deluxe Edition),Trophies,23 Nov 2019 20:13
Kanye West,Mercy,Mercy,
Takeoff,The Last Rocket,Last Memory,23 Nov 2019 20:13
A$AP Ferg,Trap Lord,Shabba (feat. A$AP Rocky),23 Nov 2019 20:06
Gunna,Drip or Drown 2,Who You Foolin,23 Nov 2019 20:03
Quavo,Quavo Huncho,BIGGEST ALLEY OOP,23 Nov 2019 20:00
Trippie Redd,A Love Letter To You 3,1400 / 999 Freestyle,23 Nov 2019 19:57
Playboi Carti,Die Lit,Love Hurts (feat. Travis Scott),23 Nov 2019 19:55
MADEINTYO,Thank You Mr. Tokyo,Skateboard P,23 Nov 2019 19:52
Young Thug,Beautiful Thugger Girls,Daddy's Birthday,23 Nov 2019 19:48
Lil Uzi Vert,Luv Is Rage,Top,23 Nov 2019 19:44
Roy Woods,Exis,Drama (feat. Drake),23 Nov 2019 08:20
Lil Yachty,Nuthin' 2 Prove,Get Dripped (feat. Playboi Carti),23 Nov 2019 08:18
Future,March Madness,March Madness,23 Nov 2019 08:14
Joey Bada$$,ALL-AMERIKKKAN BADA$$,Devastated,23 Nov 2019 08:11
Travis Scott,ASTROWORLD,YOSEMITE,23 Nov 2019 08:08
A$AP Mob,Cozy Tapes: Vol. 1 Friends -,Crazy Brazy,23 Nov 2019 08:05
Gunna,Sold Out Dates (feat. Lil Baby),Sold Out Dates (feat. Lil Baby),23 Nov 2019 08:03
Takeoff,The Last Rocket,Casper,23 Nov 2019 07:59
Carnage,Papi Gordo,WDYW (feat. Lil Uzi Vert A$AP Ferg & Rich The Kid),23 Nov 2019 07:56
Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),10 Freaky Girls (with 21 Savage),23 Nov 2019 07:52
Chance the Rapper,Coloring Book,Mixtape (feat. Young Thug & Lil Yachty),23 Nov 2019 07:48
Fetty Wap,In Trap We Trust Vol. 3,Trap Niggas,23 Nov 2019 07:45
Travis Scott,A-Team,A-Team,23 Nov 2019 07:42
A$AP Mob,Yamborghini High,yamborghini high,23 Nov 2019 07:37
Vince Staples,Summertime '06,Señorita,23 Nov 2019 07:34
J. Cole,4 Your Eyez Only,Deja Vu,23 Nov 2019 07:30
Rae Sremmurd,SremmLife 2 (Deluxe),Real Chill,23 Nov 2019 07:26
Gucci Mane,The Return of East Atlanta Santa,Both (feat. Drake),23 Nov 2019 07:23
Chief Keef,Chiraq Villian,Faneto,23 Nov 2019 07:19
Mustard,Cold Summer,Want Her,23 Nov 2019 07:15
Rich Homie Quan,Rich Homie Cartel Vol 1,Milk Marie,23 Nov 2019 07:12
Young Thug,So Much Fun,What's The Move (feat. Lil Uzi Vert),23 Nov 2019 07:07
Young Thug,Barter 6,With That (feat. Duke),23 Nov 2019 07:04
Rich Gang,Rich Gang: Tha Tour Pt 1,Givenchy,23 Nov 2019 06:59
Young Thug,Hear No Evil,Amazing,23 Nov 2019 06:55
Young Thug,Barter 6,Check,23 Nov 2019 06:51
Young Thug,On The Rvn,High (feat. Elton John),23 Nov 2019 06:48
Young Thug,Jeffery,Webbie (feat. Duke),23 Nov 2019 06:41
Young Thug,Slime Season 3,Digits,23 Nov 2019 06:39
Young Thug,I'm Up,For My People (feat. Duke),23 Nov 2019 06:35
Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),Up to Something (feat. Travis Scott & Young Thug),23 Nov 2019 06:32
Young Thug,Slime Language,Gain Clout,23 Nov 2019 06:26
Young Thug,Jeffery,Harambe,23 Nov 2019 06:23
Young Thug,Slime Language,Chanel (Go Get It) [feat. Gunna & Lil Baby],23 Nov 2019 06:19
Young Thug,Slime Season,Young Thug - Power,23 Nov 2019 06:16
Young Thug,On The Rvn,Sin (feat. Jaden Smith),23 Nov 2019 06:13
Young Thug,Beautiful Thugger Girls,Relationship (feat. Future),23 Nov 2019 06:10
Young Thug,Barter 6,Halftime,23 Nov 2019 06:06
Rich Gang,Lifestyle,Lifestyle,23 Nov 2019 06:01
Young Thug,Safe,Safe,23 Nov 2019 05:57
Young Thug,Beautiful Thugger Girls,Family Don't Matter (feat. Millie Go Lightly),23 Nov 2019 05:53
Young Thug,Slime Season 3,Drippin',23 Nov 2019 05:50
Young Thug,Best Friend,Best Friend,23 Nov 2019 05:46
Young Thug,I'm Up,Hercules,23 Nov 2019 05:42
Jamie xx,In Colour,I Know There's Gonna Be (Good Times) [feat. Young Thug and Popcaan],23 Nov 2019 05:34
Young Thug,SUPER SLIMEY,Killed Before,23 Nov 2019 05:30
Young Thug,Jeffery,Pick Up The Phone,23 Nov 2019 05:26
Gunna,Drip or Drown 2,3 Headed Snake (feat. Young Thug),23 Nov 2019 05:22
Young Thug,Jeffery,Wyclef Jean,23 Nov 2019 05:18
Young Thug,Slime Season 3,Slime Shit (feat. Yak Gotti Duke & Peewee Roscoe),23 Nov 2019 05:14
Young Thug,Jeffery,Guwop,23 Nov 2019 05:09
Future,Future & Juice WRLD Present... WRLD ON DRUGS,WRLD On Drugs,23 Nov 2019 04:18
Future,Future & Juice WRLD Present... WRLD ON DRUGS,No Issue,23 Nov 2019 04:15
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Realer N Realer,23 Nov 2019 04:12
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Shorty,23 Nov 2019 04:10
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Different (feat. Yung Bans),23 Nov 2019 04:08
Future,Future & Juice WRLD Present... WRLD ON DRUGS,7 Am Freestyle,23 Nov 2019 04:05
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Oxy (feat. Lil Wayne),23 Nov 2019 04:02
Juice WRLD,Future & Juice WRLD Present... WRLD ON DRUGS,Make It Back,23 Nov 2019 04:00
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Red Bentley (feat. Young Thug),23 Nov 2019 03:57
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Fine China,23 Nov 2019 03:54
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Astronauts,23 Nov 2019 03:51
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Jet Lag (feat. Young Scooter),23 Nov 2019 03:47
Young Thug,I'm Up,For My People (feat. Duke),23 Nov 2019 01:27
Young Thug,Jeffery,Pick Up The Phone,23 Nov 2019 01:23
Rich Gang,Rich Gang: Tha Tour Pt 1,Givenchy,23 Nov 2019 01:18
Young Thug,SUPER SLIMEY,Killed Before,23 Nov 2019 01:11
Young Thug,Slime Season,Young Thug - Power,23 Nov 2019 00:58
Trippie Redd,A Love Letter To You 4,Bust Down Deux,22 Nov 2019 05:49
Trippie Redd,A Love Letter To You 4,M's,22 Nov 2019 05:48
Trippie Redd,A Love Letter To You 4,RMP,22 Nov 2019 05:45
Trippie Redd,A Love Letter To You 4,Death,22 Nov 2019 05:43
Trippie Redd,A Love Letter To You 4,The Grinch,22 Nov 2019 05:41
Trippie Redd,A Love Letter To You 4,Sickening,22 Nov 2019 05:38
Trippie Redd,A Love Letter To You 4,All For Me,22 Nov 2019 05:35
Trippie Redd,A Love Letter To You 4,Hate Me,22 Nov 2019 05:32
Trippie Redd,A Love Letter To You 4,U Deserve It,22 Nov 2019 05:28
Trippie Redd,A Love Letter To You 4,Til The End of Time,22 Nov 2019 05:25
Trippie Redd,A Love Letter To You 4,This Ain't That,22 Nov 2019 05:18
Trippie Redd,A Love Letter To You 4,Real Feel,22 Nov 2019 05:14
Trippie Redd,A Love Letter To You 4,Love me more,22 Nov 2019 05:12
Trippie Redd,A Love Letter To You 4,Love Sick,22 Nov 2019 05:06
Trippie Redd,A Love Letter To You 4,who needs love,22 Nov 2019 05:04
Trippie Redd,A Love Letter To You 4,Leray,22 Nov 2019 05:02
Young Thug,Hear No Evil,Amazing,22 Nov 2019 04:55
Future,Future & Juice WRLD Present... WRLD ON DRUGS,No Issue,22 Nov 2019 01:39
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Realer N Realer,22 Nov 2019 01:37
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Fine China,22 Nov 2019 01:33
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Astronauts,22 Nov 2019 01:30
Future,Future & Juice WRLD Present... WRLD ON DRUGS,Jet Lag (feat. Young Scooter),22 Nov 2019 01:26
Clawz SG,Domuyo,Domuyo,21 Nov 2019 23:01
Tinlicker,About You,Gone Girl,21 Nov 2019 22:57
Lane 8,Feld / Anthracite,Feld,21 Nov 2019 22:53
deadmau5,Random Album Title,Arguru,21 Nov 2019 22:48
Lane 8,I / Y,I / Y,21 Nov 2019 22:43
Tinlicker,About You,About You,21 Nov 2019 22:38
Hot Since 82,8-track,Remains of the Day,21 Nov 2019 21:58
CamelPhat,Paradigm (feat. A*M*E),Paradigm (feat. A*M*E),21 Nov 2019 21:55
Young Thug,Beautiful Thugger Girls,Family Don't Matter (feat. Millie Go Lightly),21 Nov 2019 21:52
Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),Up to Something (feat. Travis Scott & Young Thug),21 Nov 2019 21:49
Young Thug,Slime Season 3,Slime Shit (feat. Yak Gotti Duke & Peewee Roscoe),21 Nov 2019 21:44
Young Thug,On The Rvn,High (feat. Elton John),21 Nov 2019 21:41
Young Thug,Slime Language,Gain Clout,21 Nov 2019 21:39
Young Thug,Jeffery,Wyclef Jean,21 Nov 2019 21:32
Young Thug,Jeffery,Harambe,21 Nov 2019 21:29
Young Thug,Slime Language,Chanel (Go Get It) [feat. Gunna & Lil Baby],21 Nov 2019 21:25
Young Thug,Jeffery,Guwop,21 Nov 2019 21:20
Young Thug,Slime Season,Young Thug - Power,21 Nov 2019 21:17
Gunna,Drip or Drown 2,3 Headed Snake (feat. Young Thug),21 Nov 2019 21:13
Young Thug,Jeffery,Webbie (feat. Duke),21 Nov 2019 21:09
Young Thug,On The Rvn,Sin (feat. Jaden Smith),21 Nov 2019 21:05
Young Thug,So Much Fun,What's The Move (feat. Lil Uzi Vert),21 Nov 2019 21:01
Young Thug,Jeffery,Pick Up The Phone,21 Nov 2019 20:57
Young Thug,Barter 6,With That (feat. Duke),21 Nov 2019 20:54
Young Thug,Slime Season 3,Digits,21 Nov 2019 20:00
Young Thug,Best Friend,Best Friend,21 Nov 2019 19:56
Young Thug,Barter 6,Halftime,21 Nov 2019 19:52
Young Thug,I'm Up,Hercules,21 Nov 2019 19:48
Young Thug,I'm Up,Hercules,21 Nov 2019 17:21
Young Thug,Barter 6,Check,21 Nov 2019 17:17
Young Thug,Slime Season 3,Drippin',21 Nov 2019 16:26
Young Thug,Hear No Evil,Amazing,21 Nov 2019 16:17
Young Thug,Hear No Evil,Amazing,21 Nov 2019 16:14
Rich Gang,Lifestyle,Lifestyle,21 Nov 2019 00:23
Young Thug,SUPER SLIMEY,Killed Before,20 Nov 2019 21:54
Rich Gang,Rich Gang: Tha Tour Pt 1,Givenchy,20 Nov 2019 21:49
Young Thug,Slime Season 3,Slime Shit (feat. Yak Gotti Duke & Peewee Roscoe),20 Nov 2019 21:44
Travis Scott,Highest in the Room,Highest in the room,20 Nov 2019 21:21
Travis Scott,Highest in the Room,Highest in the room,20 Nov 2019 21:17
Arty,Ninjawerks (Vol.1),Velvet,20 Nov 2019 21:04
ilan Bluestone,Mama Africa,Mama Africa,20 Nov 2019 21:01
Luminary,Amsterdam (Grum Remix),Amsterdam - Grum Remix,20 Nov 2019 20:57
Lane 8,Little by Little Remixed,No Captain - Dirty South Remix,20 Nov 2019 20:52
Pryda,Power Drive,Power Drive,20 Nov 2019 20:46
Clawz SG,Domuyo,Manua Kea,20 Nov 2019 20:41
Pryda,PRYDA 15 VOL I,Linked,20 Nov 2019 20:35
DoubleV,Red Sky,Red Sky,20 Nov 2019 20:33
Mahalo,Current Mood,Current Mood,20 Nov 2019 20:29
Matt Fax,To The Ground,To the Ground,20 Nov 2019 20:25
RÜFÜS DU SOL,Solace,New Sky,20 Nov 2019 20:19
Avoure,This Time / Ray,Ray,20 Nov 2019 20:15
Dirty South,darko,Kino,20 Nov 2019 20:10
Boye & Sigvardt,Fix Your Problems,Fix Your Problems,20 Nov 2019 20:08
Mat Zo,No Words EP,Says Without Going,20 Nov 2019 20:03
RÜFÜS DU SOL,Solace,New Sky,20 Nov 2019 19:58
Avoure,This Time / Ray,Ray,20 Nov 2019 19:54
Jack Back,7,Overtone,20 Nov 2019 19:51
BT,The Noetic,The Noetic,20 Nov 2019 19:48
Spencer Brown,Illusion of Perfection,Audio,20 Nov 2019 19:44
AfterU,Dushanbe / Blindfold,Dushanbe,20 Nov 2019 19:41
Above & Beyond,Long Way from Home,Long Way From Home,20 Nov 2019 19:37
Dosem,All Locations EP,All Locations,20 Nov 2019 19:32
PROFF,For The Night / Another Try,For the Night,20 Nov 2019 19:29
Dirty Vegas,Days Go By (CamelPhat Remix),Days Go By - CamelPhat Remix,20 Nov 2019 19:25
Lokovski,No Pressure,No Pressure - Lensa Remix,20 Nov 2019 19:21
Hot Since 82,8-track,Remains of the Day,20 Nov 2019 19:17
CYA,Regrets (Radio Edits),Regrets - Radio Edit,20 Nov 2019 19:13
deadmau5,mau5ville: Level 3,Polyphobia,20 Nov 2019 19:07
Toto,Toto IV,Africa,20 Nov 2019 19:06
Pendulum,The Reworks,9000 Miles - Eelke Kleijn Remix,20 Nov 2019 18:58
OC & Verde,Korowai,Korowai,20 Nov 2019 18:52
Jai Wolf,Lose My Mind Remixes,Lose My Mind (feat. Mr Gabriel) [Luttrell Remix],20 Nov 2019 18:48
Lane 8,Ghost Voices (Lane 8 Remix),Ghost Voices (Lane 8 Remix),20 Nov 2019 18:44
Toto,Toto IV,Africa,20 Nov 2019 14:30
Young Thug,On The Rvn,High (feat. Elton John),20 Nov 2019 04:51
Young Thug,On The Rvn,High (feat. Elton John),20 Nov 2019 04:45
Young Thug,Jeffery,RiRi,19 Nov 2019 13:50
Lil Peep,Everybody's Everything,When I Lie,17 Nov 2019 06:28
Lil Peep,Everybody's Everything,Belgium,17 Nov 2019 06:24
Lil Peep,Everybody's Everything,Moving On,17 Nov 2019 06:17
Lil Peep,Everybody's Everything,PRINCESS,17 Nov 2019 06:13
Lil Peep,Everybody's Everything,Text Me,17 Nov 2019 06:10
Lil Peep,Everybody's Everything,Rockstarz,17 Nov 2019 06:08
Lil Peep,Everybody's Everything,LA to London,17 Nov 2019 06:05
Lil Peep,Everybody's Everything,fangirl,17 Nov 2019 06:03
Lil Peep,Everybody's Everything,RATCHETS,17 Nov 2019 05:59
Lil Peep,Everybody's Everything,Aquafina,17 Nov 2019 05:56
Lil Peep,Everybody's Everything,Liar,17 Nov 2019 05:53
Kids See Ghosts,Kids See Ghosts,Cudi Montage,16 Nov 2019 07:52
Kids See Ghosts,Kids See Ghosts,Kids See Ghosts,16 Nov 2019 07:48
Kids See Ghosts,Kids See Ghosts,Reborn,16 Nov 2019 07:43
Kids See Ghosts,Kids See Ghosts,Freeee (Ghost Town Pt. 2),16 Nov 2019 07:39
Kids See Ghosts,Kids See Ghosts,4th Dimension,16 Nov 2019 07:37
Kids See Ghosts,Kids See Ghosts,Fire,16 Nov 2019 07:34
Kids See Ghosts,Kids See Ghosts,Feel the Love,16 Nov 2019 07:32
Young Thug,Slime Season,Young Thug - Power,16 Nov 2019 07:18
Young Thug,Hear No Evil,Amazing,16 Nov 2019 07:14
Lil Uzi Vert,New Patek,New Patek,16 Nov 2019 06:28
Tame Impala,Currents,New Person Same Old Mistakes,16 Nov 2019 06:18
Tame Impala,Currents,Love / Paranoia,16 Nov 2019 06:13
Pusha T,DAYTONA,The Games We Play,16 Nov 2019 06:13
Kanye West,Mercy,Mercy,
Tame Impala,Currents,Reality In Motion,16 Nov 2019 06:09
Tame Impala,Currents,Cause I'm A Man,16 Nov 2019 06:04
Tame Impala,Currents,Disciples,16 Nov 2019 06:03
Tame Impala,Currents,Past Life,16 Nov 2019 05:59
Tame Impala,Currents,The Less I Know the Better,16 Nov 2019 05:55
Tame Impala,Currents,Gossip,16 Nov 2019 05:54
Tame Impala,Currents,Eventually,16 Nov 2019 05:49
Tame Impala,Currents,Yes I'm Changing,16 Nov 2019 05:44
Tame Impala,Currents,The Moment,16 Nov 2019 05:40
Tame Impala,Currents,Nangs,16 Nov 2019 05:38
Tame Impala,Currents,Let It Happen,16 Nov 2019 05:31
BROCKHAMPTON,GINGER,SUGAR,16 Nov 2019 02:44
Lil Peep,Everybody's Everything,RATCHETS,15 Nov 2019 21:56
Lil Peep,Everybody's Everything,Aquafina,15 Nov 2019 21:42
Lil Peep,Everybody's Everything,Liar,15 Nov 2019 21:39
Kids See Ghosts,Kids See Ghosts,Cudi Montage,15 Nov 2019 18:44
A BOOGIE WIT DA HOODIE,The Bigger Artist,Drowning (feat. Kodak Black),15 Nov 2019 04:24
Young Thug,Jeffery,Kanye West,15 Nov 2019 00:59
Young Thug,Jeffery,Webbie (feat. Duke),15 Nov 2019 00:44
Young Thug,Jeffery,Webbie (feat. Duke),15 Nov 2019 00:38
Travis Scott,Birds In The Trap Sing McKnight,Sdp Interlude,15 Nov 2019 00:32
Travis Scott,Highest in the Room,Highest in the room,15 Nov 2019 00:31
Travis Scott,Highest in the Room,Highest in the room,15 Nov 2019 00:28
James Blake,Overgrown,Life Round Here,14 Nov 2019 18:00
Kendrick Lamar,DAMN.,LUST.,14 Nov 2019 18:00
Kendrick Lamar,DAMN.,LUST.,14 Nov 2019 17:55
Daft Punk,Discovery,Something About Us,14 Nov 2019 16:29
BROCKHAMPTON,iridescence,SAN MARCOS,14 Nov 2019 16:29
Daft Punk,Discovery,Something About Us,14 Nov 2019 16:25
Frank Ocean,Blonde,Solo,14 Nov 2019 16:22
Lil Uzi Vert,Luv Is Rage 2,The Way Life Goes (Feat. Oh Wonder),14 Nov 2019 16:22
Beach House,7,Girl of the Year,14 Nov 2019 16:13
Thundercat,The Beyond / Where the Giants Roam,Lone Wolf and Cub,14 Nov 2019 00:52
The xx,I See You,Replica,14 Nov 2019 00:48
Beach House,7,Girl of the Year,14 Nov 2019 00:42
Beach House,7,Girl of the Year,13 Nov 2019 21:55
Trippie Redd,A Love Letter To You 3,Emani Interlude,13 Nov 2019 21:53
Trippie Redd,A Love Letter To You 3,A.L.L.T.Y. 3,13 Nov 2019 21:48
James Blake,Life Round Here,Life Round Here,13 Nov 2019 00:18
Beach House,7,Girl of the Year,13 Nov 2019 00:13
Kanye West,Ye,Ghost Town,13 Nov 2019 00:11
Thundercat,Apocalypse,Heartbreaks + Setbacks,13 Nov 2019 00:07
Courtney Barnett,Sometimes I Sit and Think and Sometimes I Just Sit,Depreston,12 Nov 2019 21:38
BROCKHAMPTON,GINGER,SUGAR,12 Nov 2019 21:01
BROCKHAMPTON,GINGER,SUGAR,12 Nov 2019 20:58
BROCKHAMPTON,GINGER,SUGAR,12 Nov 2019 20:56
BROCKHAMPTON,GINGER,SUGAR,12 Nov 2019 19:19
Kids See Ghosts,Kids See Ghosts,Cudi Montage,12 Nov 2019 19:13
BROCKHAMPTON,GINGER,SUGAR,12 Nov 2019 19:13
Lil Uzi Vert,Luv Is Rage 2,The Way Life Goes (Feat. Oh Wonder),12 Nov 2019 18:09
Kanye West,Ye,Ghost Town,12 Nov 2019 18:05
BROCKHAMPTON,GINGER,SUGAR,12 Nov 2019 18:01
Daft Punk,Discovery,Something About Us,12 Nov 2019 17:58
Thundercat,Apocalypse,Heartbreaks + Setbacks,12 Nov 2019 17:54
Frank Ocean,Blonde,Solo,12 Nov 2019 17:52
Travi$ Scott,Days Before Rodeo,Drugs You Should Try,12 Nov 2019 17:49
Courtney Barnett,Sometimes I Sit and Think and Sometimes I Just Sit,Depreston,12 Nov 2019 16:57
MGMT,Little Dark Age,Hand It Over,12 Nov 2019 16:34
Kids See Ghosts,Kids See Ghosts,Cudi Montage,12 Nov 2019 16:31
Kanye West,Ye,Ghost Town,12 Nov 2019 16:25
BROCKHAMPTON,iridescence,SAN MARCOS,12 Nov 2019 16:21
BROCKHAMPTON,GINGER,SUGAR,12 Nov 2019 16:17
Young Thug,I'm Up,Hercules,12 Nov 2019 02:45
Young Thug,Barter 6,Check,12 Nov 2019 02:21
Young Thug,Jeffery,Guwop,12 Nov 2019 02:15
Young Thug,I'm Up,For My People (feat. Duke),12 Nov 2019 02:11
Jamie xx,In Colour,I Know There's Gonna Be (Good Times) [feat. Young Thug and Popcaan],12 Nov 2019 02:03
Young Thug,Safe,Safe,12 Nov 2019 01:59
Young Thug,Jeffery,Harambe,12 Nov 2019 01:56
Young Thug,Beautiful Thugger Girls,Relationship (feat. Future),12 Nov 2019 01:52
Young Thug,Slime Season 3,Digits,12 Nov 2019 01:50
Rich Gang,Lifestyle,Lifestyle,12 Nov 2019 01:45
Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),Up to Something (feat. Travis Scott & Young Thug),12 Nov 2019 01:42
Rich Gang,Rich Gang: Tha Tour Pt 1,Givenchy,10 Nov 2019 02:59
Young Thug,Slime Season,Young Thug - Power,10 Nov 2019 02:56
Young Thug,Beautiful Thugger Girls,Family Don't Matter (feat. Millie Go Lightly),10 Nov 2019 02:51
Young Thug,Hear No Evil,Amazing,10 Nov 2019 02:47
Young Thug,So Much Fun,What's The Move (feat. Lil Uzi Vert),10 Nov 2019 02:43
Young Thug,Slime Season 3,Drippin',10 Nov 2019 02:39
Young Thug,SUPER SLIMEY,Killed Before,10 Nov 2019 02:36
Young Thug,Slime Season 3,Slime Shit (feat. Yak Gotti Duke & Peewee Roscoe),10 Nov 2019 02:31
